"ADMIN-UCSF-aa001",3,2,3,-1.42495641959521,-1.85398070239756,13.9808446566989,-0.633198516044356,9999,-0.280057882691262,-0.180428531240555,9999,104.341354275651,3,-0.474781061960584,-1.90596214788908,-7.07390775578771,-0.396561755319847,-1.02514658792105,-0.185194976206503,-0.0719729719029284,-0.594435286900164,52.6217323794175,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"ADMIN-UCSF-aa002",3,2,3,0.860478670541514,0.443810267602133,-10.6314591589769,0.756688063655806,9999,-0.167178684442106,-0.199090795229744,9999,345.320695584321,3,-0.0960507075650652,0.489162640549193,5.15466153094923,-0.0826487898048156,0.868180061024614,-0.0929568163818663,-0.0793672481701456,-0.0316657189877845,95.4164075882071,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"ADMIN-UCSF-aa004",3,2,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,-1.22630802122243,0.396554643720863,-18.9970229364949,0.297398469490464,0.427218029767141,-0.106961640600484,-0.0984336768443383,0.0372424572896942,-28.2679423972137,4,-0.718415590083605,-1.11685521841044,19.5539439170443,0.634197139871218,-0.0433583634909127,-0.372060933290458,-0.108384120062292,9999,-68.4071105375589,4,-0.914994013765924,-1.32194310526064,-7.94985017994225,-0.505569372866774,-0.352728174987261,-0.25693173401747,-0.0967537355132769,-0.747206333371331,-0.602155615962631
"ADMIN-UCSF-aa005",3,1,3,-2.36872349650616,-0.795313575293561,30.5941380249063,-1.19410518274334,9999,-0.436477190854358,-0.237873316105265,9999,146.951891794813,3,-0.407920768554995,-0.836207614141789,14.8246470187415,-1.50920856889018,0.429671656186617,-0.290958959552395,-0.0813907370210276,-0.616994361992086,142.231951880693,4,-0.244851383702541,-1.66607930136521,-6.72483458143246,0.588638444827497,-0.683884738825197,-0.0287983505800483,0.00692647277710546,0.136062851639228,10.2988342654887,4,1.70975935325418,0.286566630630476,-11.496276976404,-0.71918753276815,-0.389882571650312,-0.223708985446526,0.0633724159773411,0.163664949583392,-67.5544693037447
"ADMIN-UCSF-aa008",3,2,3,0.0531162471958378,-0.355213283487964,-27.0818111876153,-1.27903264883229,9999,-0.413295773532824,-0.315174471465971,9999,175.044560645358,3,-0.0511706751231141,-0.464014565560858,-18.268271662048,0.413449523753507,-0.373612176674864,-0.210856463683324,-0.0645038623137616,-0.35405296665818,71.8791160328313,4,-0.193983774500999,-0.613009741212846,35.2938075311611,0.300067333303972,9999,-0.419867708046904,-0.262767893224419,-0.469986047668917,324.065023419339,4,0.618372884607582,0.191224235517355,16.0579443797663,-0.948788512811825,-1.64558562617836,-0.332173202993654,-0.115791972031389,-0.710881240319393,61.5217716581731
"ADMIN-UCSF-aa009",3,2,3,-0.609077729046348,-2.00278435319133,19.9938942711601,-0.805603855919828,9999,-0.185449863555882,-0.276360908146745,9999,9999,3,-2.22695459890598,-0.647407802700278,35.4932084097835,-1.16383873560226,-1.40501195637204,-0.417157884461274,-0.410356159000212,0.0275475324956223,277.793004524609,4,-0.941758022974819,-1.34986567168208,18.209896760553,-1.32400809755891,-1.52410216494056,-0.32482012250044,-0.296817431774729,-0.409188231772091,-22.1030022907226,4,-1.26134382377266,-0.68328566419804,18.3580173722972,-1.50276783460776,9999,-0.378175999564804,9999,-0.294653153891999,9999
"ADMIN-UCSF-aa010",3,2,3,-0.407086663474239,-1.79204952266002,7.08059259347496,0.17490874473165,9999,0.0189253109704972,-0.151143198103218,9999,9999,3,1.22935027444644,0.828649541143981,3.74075456273914,-0.134765352028378,-0.88829456534784,-0.072089231674862,-0.148638550901838,0.0400931948246785,-56.4525842769117,4,0.069180385822035,-0.338453762360459,22.0003385331827,-0.91628900386665,-0.357639065417836,-0.211017797280735,-0.189301669627963,0.108463021613579,-50.9423558567048,4,-2.10420951309384,-0.519349342372305,-16.8117451448027,0.17913489960625,-0.890384663366155,-0.358551453428947,0.00717400023835549,0.0376133803282896,-87.0169136620708
"ADMIN-UCSF-aa011",3,1,3,-1.05184351585664,-1.46471653214315,50.8392863091453,-0.822297711113387,9999,-0.312619349479498,-0.37136737641811,9999,244.482119459545,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"ADMIN-UCSF-aa012",3,1,3,1.60049247970375,0.215857705556541,-0.25278422060271,1.83021926744494,9999,0.0517115514748247,-0.0310644498119335,9999,26.6612077701461,3,-1.11076175660135,0.473814781391075,-16.0922154061691,-1.66534487914358,-0.555661933310095,-0.265182301362777,-0.27304665828235,-0.21565674740401,315.630948003667,4,-1.6203176577494,0.985489165423406,-34.2304082574122,-0.367341901522438,-1.55490854159546,-0.199859844935681,-0.0930469806959196,0.41411137979863,-19.2739798571332,4,-0.107682103918285,0.477027745709188,9999,-2.21980239160847,-1.78951798130168,0.0602115176554282,-0.175095355373122,-0.192321121178045,9999
"ADMIN-UCSF-aa013",3,2,3,1.98436205750158,-0.426943696278738,-48.8233424504288,0.398226339474365,9999,-0.19598386513969,-0.158985638349425,9999,135.127537460418,3,-0.984167018834138,-0.394110463054926,11.4386833165102,0.0263868650674392,0.975168504281546,-0.191143621490453,0.00396168068323161,-0.242070766780526,-56.1767025879405,4,-0.158100354784816,0.424426995661408,2.87509344677759,-0.614278698673488,0.808845271155048,-0.230416598011862,0.0092276608413188,0.0410667423588966,26.578402020045,4,0.837683043919513,-0.579972133364148,-21.9685244929141,-0.617626343204964,0.664529568476288,0.0684109156421344,0.095307256290046,0.165775964231777,-31.6186215663099
